/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01M_script03_2_F041_318.4_337.32.wav;OH YES I AM...OH YES I AM. LET GO OF ME. YOU LET GO. YOU...URGH...YOU'RE A CRUEL FRIEND. I LOATHE AND I HATE YOU. MARRY YOU AGAIN...HA...NEVER, NEVER, NEVER, NEVER. I HOPE YOU DIE IN TORMENT. YOU BEAST.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro01_F000_6.2901_8.2357.wav;EXCUSE ME.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro01_F001_10.01_11.3925.wav;YEAH.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro01_F002_14.8872_18.0175.wav;IS THERE A PROBLEM?
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro01_F005_27.46_31.49.wav;WELL WHAT'S THE PROBLEM?  LET ME CHANGE IT.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro01_F012_85.27_88.02.wav;THAT'S OUT OF CONTROL.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro01_F014_97.89_102.96.wav;CLEARLY.  YOU KNOW, DO YOU HAVE LIKE A SUPERVISOR OR SOMETHING?
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro01_M011_87.15_94.39.wav;I DON'T UNDERSTAND WHY THIS IS SO COMPLICATED FOR PEOPLE WHEN THEY GET HERE.  IT'S JUST A SIMPLE FORM.  I JUST NEED AN ID.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro01_M013_101.84_107.87.wav;YEAH.  DO YOU WANT TO SEE MY SUPERVISOR?  HUH? YEAH.  DO YOU WANT TO SEE MY SUPERVISOR?  FINE.  I'LL BE RIGHT BACK.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro02_F000_7.2688_16.6.wav;DID YOU GET THE MAIL? SO YOU SAW MY LETTER?
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro02_F001_19.85_22.78.wav;YEAH.  I KNOW.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro02_F002_26.5659_32.2895.wav;I DON'T KNOW.  I PUT IN THAT. REQUEST TOO. THEY DIDN'T...
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro02_F003_32.3075_37.96.wav;I GUESS, YOU KNOW, EVERYBODY HAS TO MAKE SACRIFICES.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro02_F005_58.75_61.31.wav;I KNOW.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro02_F006_64.255_68.47.wav;THERE'S BABIES OVER THERE, THOUGH, THAT NEED MOTHERS.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro02_F008_87.2031_91.09.wav;JUST, YOU KNOW, KICKING MYSELF.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro02_F010_97.94_102.19.wav;THINGS JUST AREN'T WHAT THEY SEEM.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro02_F012_117.83_120.8605.wav;IF NOT ME THEN, WHO?
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro02_F013_127.82_133.9455.wav;YOU'LL VIDEOTAPE EVERYTHING, YEAH?
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro02_F014_139.03_146.43.wav;MAYBE YOU CAN SEND IT TO ME, LIKE STREAM IT, YEAH?
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro02_F015_151.4221_155.01.wav;LAST MONTH--  YEAH.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro02_F016_163.54_165.73.wav;I HAVE TO FIND SITTERS.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro02_F017_169.36_176.015.wav;WE'VE GOT FRIENDS, THAT'S WHY WE MOVED HERE, HUH?  BECAUSE THERE IS A DAY CARE DOWN THE STREET.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro02_F018_176.08_179.13.wav;AND YOUR MOTHER IS CLOSE BY.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro02_F019_182.83_185.8894.wav;I'LL SEND YOU LOTS OF LETTERS.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro02_M001_21.76_27.5558.wav;I DON'T UNDERSTAND.  YOU'VE ALREADY DONE SO MUCH, I DON'T KNOW WHY DO YOU HAVE TO GO BACK.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro02_M005_69.34_74.29.wav;I DON'T KNOW HOW YOU CAN BE OKAY WITH THIS?  I DON'T KNOW WHY YOU'RE NOT-- YOU'RE FINE WITH IT.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro02_M009_114.1775_117.85.wav;I JUST DON'T SEE WHY IT HAS TO BE YOU.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro02_M010_120.4105_124.63.wav;WHAT AM I GOING TO DO? HUH?
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro02_M011_133.88_137.1.wav;YEAH.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro02_M012_147.03_151.7101.wav;DON'T YOU GUYS HAVE ACCESS TO COMPUTERS OVER THERE.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro02_M013_157.98_162.71.wav;I JUST DON'T KNOW HOW I'M GOING TO DO IT WITHOUT YOU.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro02_M014_164.885_169.5.wav;I CAN'T RAISE A BABY BY MYSELF.  HOW?
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro02_M015_175.47_176.72.wav;I KNOW.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_F000_4.88_7.74.wav;WELL VEGAS WAS AWESOME.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_F001_7.93_11.37.wav;AND, UM, I GOT MARRIED.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_F002_12.8_15.37.wav;YEAH.  IN THE OLD TOWN PART.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01M_impro06_F005_70.205_72.2704.wav;OH JESUS.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01M_impro06_F017_148.265_150.71.wav;THE PLANS YOU MAKE [GARBAGE].
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01M_impro07_F001_13.95_21.12.wav;[LAUGHTER]. FOR SOFTBALL? THAT'S UNBELIEVABLE. IS IT SLOW PITCH?
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01M_impro07_F015_88.4125_92.41.wav;I DON'T KNOW. COMMUTING FROM WHAT MALIBU THAT WOULD BE RIDICULOUS.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01M_script01_1_F004_39.7634_42.1267.wav;DID YOU TALK TO HIM?
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01M_script01_1_F025_240.56_244.19.wav;YOU'RE A CONSIDERATE FELLOW.  THERE'S NOTHING WRONG IN THAT.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01M_script01_1_F042_415.08_418.941.wav;I DON'T UNDERSTAND YOU, DO I?
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01M_script01_3_F003_30.15_38.2445.wav;NOT SORRY, NO.  I CAN'T STAY HERE.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01M_script01_3_F022_265.5717_269.08.wav;WOULDN'T WORK LIKE THIS.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01M_script02_1_F021_276.94_278.44.wav;YES.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01M_script02_2_F024_258.56_265.2255.wav;I'D RATHER NOT REMEMBER SOME THINGS.  I'D RATHER NOT HOPE FOR SOME THINGS.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01M_script02_2_F044_498.9575_503.29.wav;I GUESS WE DON'T NEED GLASSES.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01M_script03_1_F015_86.99_90.76.wav;[LAUGHTER] DON'T LAUGH AT ME I'M BEING SERIOUS.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01M_script03_1_F039_280.94_283.8275.wav;OH...[LAUGHTER]
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01M_script03_2_F026_215.02_218.77.wav;YOU'RE QUITE INSUFFERABLE, I EXPECT IT'S BECAUSE YOU'RE DRUNK.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_F005_25.5584_28.14.wav;IT WAS AT THE SLOT MACHINES.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_F006_28.37_34.71.wav;UHUH, UHUH.  HE WON BIG AND HE-AND HE REALIZED THAT THE ONLY THING THAT WOULD MAKE IT BETTER WAS ME AS HIS BRIDE.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_F008_40.12_42.79.wav;YEAH.  WELL.  YOU KNOW, BECAUSE HE'S LEAVING THE NEXT DAY.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_F009_42.84_44.54.wav;BUT WE'RE GOING TO HAVE A HONEYMOON CRUISE.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_F010_47.87_51.075.wav;OH.  I HADN'T EVEN THOUGHT ABOUT THAT.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_F012_55.865_58.15.wav;OH.  TOTALLY.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_F013_60.73_65.86.wav;I GUESS I'LL-  I GUESS I'LL HAVE AN INTERNET HUSBAND.[LAUGHTER]
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_F015_74.2675_78.8425.wav;YEAH, SO [LAUGHTER] HE'S CALLING ME NOW
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_F016_79.035_81.0875.wav;HE LIKES TO KEEP TABS, YOU KNOW.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_F017_82.0975_85.08.wav;UH, I THINK SEVEN HUNDRED AND FIFTY DOLLARS.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_F018_85.1_88.0225.wav;PENNY SLOTS. THAT'S WHAT HE PLAYS.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_F019_88.08_89.5.wav;YEAH.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_F022_99.7775_102.03.wav;FIFTY BUCKS. MMHMM.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_F023_102.62_103.4625.wav;YEAH.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_F024_103.78_108.1825.wav;WELL SO NOW WE'RE MARRIED. WE HAVE CAT CHILDREN.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_F025_110.23_114.16.wav;WE RENAMED BRENDA, LUMBER JANET.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_F026_114.19_120.2.wav;SHE NEEDS A NEW NAME EACH STATE THAT WE GO INTO. [LAUGHTER]
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_M000_3.24_5.46.wav;SO WHAT'S UP?  WHAT'S NEW?
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_M001_6.6_8.66.wav;YEAH.  I HEARD.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_M003_14.93_18.9075.wav;WHO DID YOU MARRY?
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_M006_34.25_36.34.wav;HE TURNED TO YOU AND WAS LIKE...
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_M007_37.7175_40.47.wav;[LAUGHTER] THAT'S REALLY ROMANTIC.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_M008_42.09_43.41.wav;YEAH.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_M009_44.16_49.07.wav;DOES THAT MEAN THAT YOU'RE GOING TO GET CITIZENSHIP, TOO, IN- IN ENGLAND OR WHATEVER?
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_M013_65.6425_68.44.wav;LIKE YOU NEED ANOTHER ONE OF THOSE.[LAUGHTER]
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_M014_73.41_76.9975.wav;IS THAT YOUR PHONE?
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_M015_78.32_80.5.wav;HE LOVES YOU.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_M016_80.7175_82.5225.wav;HOW MUCH DID HE WIN AT THE SLOT?
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_M019_89.12_93.91.wav;I'M A BIG FAN OF THE WHEEL OF FORTUNE QUARTERS. BUT IT JUST COSTS SO MUCH.  I DON'T KNOW.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_M020_97.03_101.65.wav;BUT THE PENNIES ALWAYS GET YOU BECAUSE YOU END UP SPENDING LIKE, YOU KNOW, FIFTY BUCKS.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_M021_101.67_104.35.wav;LIKE, WAIT, BUT IT'S JUST PENNIES.  YOU'RE LIKE, WAIT A MINUTE I'M ON TO YOU.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_M022_105.29_106.95.wav;AWESOME.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_M023_107.71_111.4.wav;[LAUGHTER] CAT BABIES.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro03_M024_117.36_119.58.wav;THAT'S FAIR ENOUGH.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_F000_7.2455_11.64.wav;UH, WHAT?  CRAIG'S LIST?  OH THE INTERNET THING?
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_F001_11.7448_16.15.wav;I DON'T KNOW.  ISN'T THAT-- THAT'S ALL LIKE ESCORT SERVICES AND THINGS LIKE THAT.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_F006_46.2735_49.83.wav;YOU KNOW WHAT?  I HEARD ABOUT THAT JOB.  I APPLIED FOR THAT.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_F009_58.71_60.0937.wav;YEAH.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_F013_76.49_80.7269.wav;I JUST- I MEAN I CALL PEOPLE UP AND I TELL THEM WHAT I'M GOOD AT.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_F014_85.49_86.98.wav;YEAH.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_F028_170.83_172.84.wav;I'M NOT FRUSTRATED.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_F029_175.27_178.43.wav;WHO DO YOU THINK YOU ARE?
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_F030_180.3025_183.4875.wav;YOU ARE SO HIGH AND MIGHTY.  I JUST--
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_F031_184.47_188.87.wav;OH.  I'M SAVING THE ENVIRONMENT. I'M RIDING THIS CAR BECAUSE I- I WANT TO.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_F032_189.12_192.02.wav;THE BUS, I'M RIDING THE BUS BECAUSE I WANT TO.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_F033_193.5875_199.4325.wav;I CAN NOT-- YOU ARE NOT HERE BY CHOICE.  NOBODY WOULD RIDE THIS BUS BY CHOICE.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_M000_2.7418_6.6575.wav;HAVE YOU TRIED, UH, CRAIG'S LIST?
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_M001_10.46_12.13.wav;YEAH.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_M003_26.91_28.71.wav;UH HUH.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_M004_30.88_35.5225.wav;I'M JUST SAYING I HAVE A FRIEND THAT GOT A GOOD JOB ON IT SO I WAS JUST RECOMMENDING IT.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_M005_37.19_40.53.wav;HE'S LIKE A MANAGER FOR A THEATRE.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_M006_40.54_43.576.wav;HE'S LIKE A HOUSE MANAGER. YEAH.  IT'S A GOOD JOB.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_M007_49.39_50.58.wav;YOU DID?
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_M008_55.21_56.33.wav;YEAH.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_M009_56.35_59.0245.wav;"YOU'VE BEEN LOOKING FOR A JOB FOR A LONG TIME; THAT WAS A LONG TIME AGO.  RIGHT?"
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_M010_59.8_61.55.wav;HMM.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_M011_65.97_69.77.wav;I DON'T KNOW.  HE HAD A REALLY GOOD RESUME I GUESS AND--
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_M012_70.38_72.7264.wav;YEAH.  DO YOU HAVE A RESUME?
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_M013_73.7473_77.15.wav;IT'S KIND OF HELPFUL WHEN GETTING A JOB.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_M014_80.1435_87.81.wav;WELL MAYBE WE SHOULD SIT DOWN SOME TIME AND YOU CAN JUST TELL ME ALL THE STUFF THAT YOU HAVE DONE AND I'LL WRITE IT OUT.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_M016_100.485_103.47.wav;YEAH.  BUT THE PIECE OF PAPER HELPS, TOO.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_M017_104.97_107.78.wav;NO.  BUT IT HAS AN OUTLINE, YOU KNOW.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_M018_111.66_117.725.wav;I KNOW.  OKAY.  WELL, UM. MAYBE--
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_M019_118.46_119.77.wav;YEAH.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_M020_121.5_123.42.wav;OKAY, YEAH.  I WOULD IMAGINE.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_M021_129.43_139.16.wav;WELL, SOMETIMES YOU HAVE TO DO THINGS THAT YOU DON'T NECESSARILY LIKE TO DO TO HAVE A JOB. BUT THE JOB AFFORDS YOU MONEY, YOU WON'T HAVE TO BE TAKING THE BUS RIGHT NOW.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_M022_139.5219_141.8225.wav;MAYBE GET A CAR.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_M023_144.9125_149.51.wav;I JUST, YOU KNOW, THINK YOU SHOULD TRY A LITTLE HARDER MAYBE.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_M024_151.84_154.03.wav;I DIDN'T SAY THAT.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_M025_154.6_157.8.wav;I AM RIDING THE BUS, BUT BY CHOICE.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_M026_158.95_161.35.wav;TO SAVE THE ENVIRONMENT, CARPOOL.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_M027_162.12_164.7825.wav;YES.  ONE LESS CAR AT A TIME.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_M031_178.0033_180.865.wav;I DON'T THINK I'M ANYONE.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro04_M032_182.82_185.54.wav;I- I-I DIDN'T-- OKAY.
/media/chega/Nuevo vol/PFC1/multimodal_emotion_recognition/data/speech/Session1/Female/Ses01F_impro05_F008_33.78_35.9.wav;FLIGHT SEVEN FOURTEEN.
